minute,boiler1_massflowrate,boiler1_supply_temp,radiator_return_temp,boiler2_massflowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_partloadratio,boiler2_partloadratio,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,pumps_dP,plant_enable_signal,t,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation,total_boiler_consumption,total_plant_consumption,zone_temperature_deviation
735,-0.042387918,344.8342,296.21796,-0.042387918,343.9248,0.0,0.0,294.42444,273.15,347.16534,-8.515169e-05,346.38135,339.9425,1.058851e-18,4.816448e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,44100.0,-18220.675636971428,-8655.113,-8493.215,0.0,0.0,0.0,-17148.328,0.0,0.0,0.16442871
750,-0.042387918,344.7838,296.21805,-0.042387918,344.16895,0.0,0.0,294.40314,273.15,347.16522,-8.5151696e-05,346.36227,339.9886,3.6015982e-19,-5.4014103e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,45000.0,-18220.600794341735,-8646.127,-8536.662,0.0,0.0,0.0,-17182.79,0.0,0.0,0.14312744
765,-0.042387918,344.76987,296.22012,-0.042387918,344.35504,0.0,0.0,294.3807,273.15,347.16208,-8.5151696e-05,346.34412,340.03482,3.439078e-19,-8.882214e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,45900.0,-18218.73446291633,-8643.274,-8569.424,0.0,0.0,0.0,-17212.7,0.0,0.0,0.12069702
780,-0.042387918,344.78098,296.2355,-0.042387918,344.49988,0.0,0.0,294.36215,273.15,347.13867,-8.5151696e-05,346.3269,340.08118,-3.6462214e-19,-8.158665e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,46800.0,-18204.86249074271,-8642.514,-8592.471,0.0,0.0,0.0,-17234.984,0.0,0.0,0.102142334
795,-0.04238792,344.80743,296.35016,-0.04238792,344.61703,0.0,0.0,294.33704,273.24374,346.965,-8.51517e-05,346.31052,340.1277,-6.010362e-18,-1.5687076e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,0.0,47700.0,-18101.746497674354,-8626.813,-8592.917,0.0,0.0,0.0,-17219.73,0.0,0.0,0.07702637
810,-0.042387925,344.843,296.76044,-0.042387925,344.71405,0.0,0.0,294.31784,273.45,346.34695,-8.51517e-05,346.29492,340.1743,1.05595984e-19,-5.219249e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30319,0.0,48600.0,-17733.980947475513,-8560.102,-8537.147,0.0,0.0,0.0,-17097.25,0.0,0.0,0.05783081
825,-0.04238793,344.88293,297.95526,-0.04238793,344.79562,0.0,0.0,294.29324,273.65625,344.56094,-8.515172e-05,346.28006,340.2209,-8.3277106e-19,-7.7061547e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.3032,0.0,49500.0,-16667.926463266314,-8354.501,-8338.957,0.0,0.0,0.0,-16693.457,0.0,0.0,0.033233643
840,-0.042387936,344.9236,300.75122,-0.042387936,344.86444,0.0,0.0,294.27402,273.75,340.36978,-8.515173e-05,346.26584,340.26746,-9.313948e-19,-6.600909e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303215,0.0,50400.0,-14169.074178783214,-7863.9814,-7853.447,0.0,0.0,0.0,-15717.428,0.0,0.0,0.014007568
855,-0.042387944,344.962,304.3223,-0.042387944,344.92184,0.0,0.0,294.2512,273.75,334.857,-8.515175e-05,346.25217,340.3139,6.6754866e-19,6.1850347e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30323,0.0,51300.0,-10920.348270567847,-7235.0615,-7227.9116,0.0,0.0,0.0,-14462.973,0.0,0.0,-0.00881958
870,-0.04238796,344.99585,308.58618,-0.04238796,344.96866,0.0,0.0,294.22324,273.75,328.03378,-8.515178e-05,346.2389,340.36014,-1.7914172e-18,3.825804e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30325,0.0,52200.0,-6955.191329383403,-6481.992,-6477.1514,0.0,0.0,0.0,-12959.144,0.0,0.0,-0.03677368
