minute,boiler1_massflowrate,boiler1_supply_temp,radiator_return_temp,boiler2_massflowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_actuatorSignal,boiler2_actuatorSignal,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,pumps_dP,t,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation,total_boiler_consumption,total_plant_consumption,zone_temperature_deviation
765,-0.042387918,330.5575,296.30478,-0.042387918,330.65485,0.0,0.0,294.4229,270.70312,331.21103,-8.5151696e-05,329.9099,330.5664,-2.0596576e-19,-2.332724e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,45900.0,-12483.770848120912,-6097.9854,-6115.317,0.0,0.0,0.0,-12213.303,0.0,0.0,0.16290283
780,-0.042387918,330.6086,296.30673,-0.042387918,330.67438,0.0,0.0,294.40622,270.95,331.2086,-8.5151696e-05,329.9278,330.5674,-1.2428461e-19,-4.4226607e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,46800.0,-12482.199200604782,-6106.738,-6118.4463,0.0,0.0,0.0,-12225.184,0.0,0.0,0.14620972
795,-0.042387918,330.6506,296.32117,-0.042387918,330.69504,0.0,0.0,294.38187,271.27655,331.18988,-8.5151696e-05,329.9458,330.56857,-1.1140539e-18,-2.0366982e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,47700.0,-12470.346358920637,-6111.644,-6119.5547,0.0,0.0,0.0,-12231.199,0.0,0.0,0.12185669
810,-0.042387918,330.68616,296.3759,-0.042387918,330.71634,0.0,0.0,294.36447,271.6375,331.11752,-8.5151696e-05,329.9639,330.56985,1.4119941e-19,7.4641425e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,48600.0,-12424.899551579216,-6108.232,-6113.6055,0.0,0.0,0.0,-12221.838,0.0,0.0,0.10446167
825,-0.04238792,330.7173,296.53476,-0.04238792,330.7377,0.0,0.0,294.34088,271.9297,330.90408,-8.51517e-05,329.9821,330.57132,1.7879068e-19,2.3282125e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30319,49500.0,-12291.747131755581,-6085.4897,-6089.1245,0.0,0.0,0.0,-12174.614,0.0,0.0,0.08087158
840,-0.042387925,330.74487,297.10187,-0.042387925,330.75867,0.0,0.0,294.3231,272.05,330.13855,-8.515171e-05,330.0003,330.57288,1.7948171e-19,2.2733963e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30319,50400.0,-11815.145991333686,-5989.44,-5991.896,0.0,0.0,0.0,-11981.336,0.0,0.0,0.063079834
855,-0.04238793,330.76932,298.36395,-0.04238793,330.77872,0.0,0.0,294.3005,272.05,328.41257,-8.515172e-05,330.01852,330.57455,-1.7459121e-18,-1.7078152e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.3032,51300.0,-10746.50281552887,-5769.1045,-5770.778,0.0,0.0,0.0,-11539.883,0.0,0.0,0.040496826
870,-0.04238794,330.79086,300.544,-0.04238794,330.79724,0.0,0.0,294.27484,272.05,325.3592,-8.515174e-05,330.03668,330.57632,2.6183828e-19,3.0258373e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303215,52200.0,-8874.83613229918,-5384.828,-5385.9634,0.0,0.0,0.0,-10770.791,0.0,0.0,0.014831543
885,-0.042387947,330.80933,303.21695,-0.042387947,330.81366,0.0,0.0,294.25757,272.05,321.46954,-8.5151754e-05,330.05472,330.5782,-4.2995178e-19,3.6176824e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30323,53100.0,-6527.809677839969,-4912.2534,-4913.025,0.0,0.0,0.0,-9825.278,0.0,0.0,-0.0024414062
900,-0.04238796,330.8244,306.26175,-0.04238796,330.82733,0.0,0.0,294.2354,272.05,316.81934,-8.5151776e-05,330.0725,330.58008,-1.0510635e-19,-4.1557027e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303246,54000.0,-3775.7884784568764,-4372.875,-4373.3965,0.0,0.0,0.0,-8746.271,0.0,0.0,-0.024597168
915,-0.042387974,330.83563,309.35794,-0.042387974,330.83765,0.0,0.0,294.2148,272.05,311.79294,-8.5151805e-05,330.09,330.58197,4.9651956e-19,2.8993782e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30327,54900.0,-870.8466391671443,-3823.6626,-3824.0212,0.0,0.0,0.0,-7647.6836,0.0,0.0,-0.045196533
930,-0.04238799,330.8425,312.1723,-0.04238799,330.84384,0.0,0.0,294.19135,272.05,306.81714,-8.515184e-05,330.10703,330.58383,-2.1335892e-19,7.755568e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.3033,55800.0,1915.208570439475,-3323.847,-3324.086,0.0,0.0,0.0,-6647.9326,0.0,0.0,-0.06866455
945,-0.04238801,330.84442,314.3584,-0.04238801,330.84534,0.0,0.0,294.169,272.05,302.408,-8.515188e-05,330.1235,330.58563,-6.4470023e-19,5.995456e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.30333,56700.0,4273.919008214611,-2935.001,-2935.1638,0.0,0.0,0.0,-5870.165,0.0,0.0,-0.09100342
960,-0.042388037,330.8407,315.6854,-0.042388037,330.84134,0.0,0.0,294.14233,272.05,298.98,-8.5151936e-05,330.13928,330.5873,-3.6616982e-20,-7.835544e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303375,57600.0,5974.482080009214,-2698.095,-2698.2092,0.0,0.0,0.0,-5396.304,0.0,0.0,-0.11767578
975,-0.042388063,330.8308,316.17203,-0.042388063,330.83124,0.0,0.0,294.11862,272.05,296.60254,-8.515199e-05,330.15424,330.58884,3.25046e-18,-8.135311e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30341,58500.0,6998.799508899367,-2609.7012,-2609.777,0.0,0.0,0.0,-5219.4785,0.0,0.0,-0.14138794
990,-0.042388093,330.8138,315.94952,-0.042388093,330.8141,0.0,0.0,294.09467,272.05,295.25977,-8.5152045e-05,330.16812,330.59012,-2.8674443e-19,3.739722e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.30346,59400.0,7399.455996549164,-2646.289,-2646.338,0.0,0.0,0.0,-5292.627,0.0,0.0,-0.16534424
1005,-0.04238813,330.7888,315.2898,-0.04238813,330.78897,0.0,0.0,294.06445,272.05,294.59775,-8.515212e-05,330.1808,330.59113,3.6908547e-18,-1.2460759e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.30352,60300.0,7400.280889608357,-2759.288,-2759.3206,0.0,0.0,0.0,-5518.6084,0.0,0.0,-0.19555664
1020,-0.042388164,330.75497,314.44064,-0.042388164,330.7551,0.0,0.0,294.04047,272.05,294.31064,-8.515218e-05,330.19196,330.59177,2.628626e-19,1.4328604e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303566,61200.0,7199.278261029285,-2904.445,-2904.4668,0.0,0.0,0.0,-5808.912,0.0,0.0,-0.21954346
