minute,boiler1_massflowrate,boiler1_supply_temp,radiator_return_temp,boiler2_massflowrate,boiler2_supply_temp,pump1_power,pump2_power,zone_temp,outdoor_air_temp,radiator_supply_temp,radiator_flowrate,boiler1_temp,boiler2_temp,boiler1_isoVal_position,boiler2_isoVal_position,boiler1_actuatorSignal,boiler2_actuatorSignal,boiler1_fuelUse,boiler2_fuelUse,boiler1_supSet,boiler2_supSet,pumps_dP,t,zone_thermal_load,boiler1_power_generation,boiler2_power_generation,boiler1_power_consumption,boiler2_power_consumption,pumps_power_consumption,total_boiler_generation,total_boiler_consumption,total_plant_consumption,zone_temperature_deviation
720,-0.042388123,341.51068,296.25677,-0.042388123,341.92194,0.0,0.0,294.48856,269.85,343.3122,-8.51521e-05,340.84692,341.74384,-2.0122523e-18,-3.2730844e-18,0.0,0.0,0.0,0.0,343.15,343.15,-66.30302,43200.0,-16828.845560149828,-8056.5586,-8129.774,0.0,0.0,0.0,-16186.332,0.0,0.0,0.22854614
735,-0.042387724,341.69827,296.25677,-0.042387724,341.97543,0.0,0.0,294.47955,270.20938,343.3122,-8.51513e-05,340.87448,341.74615,5.038507e-19,2.2745756e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.3032,44100.0,-16828.68738371255,-8089.879,-8139.2217,0.0,0.0,0.0,-16229.101,0.0,0.0,0.21954346
750,-0.042387724,341.83813,296.25677,-0.042387724,342.02475,0.0,0.0,294.46478,270.475,343.3122,-8.51513e-05,340.90228,341.74872,1.2088202e-34,1.3381079e-34,0.0,0.0,0.0,0.0,343.15,343.15,-66.3032,45000.0,-16828.68738371255,-8114.7783,-8148.0015,0.0,0.0,0.0,-16262.779,0.0,0.0,0.20477295
765,-0.042387724,341.9456,296.25677,-0.042387724,342.07135,0.0,0.0,294.44623,270.70312,343.3122,-8.51513e-05,340.9304,341.75156,0.0,0.0,0.0,0.0,0.0,0.0,343.15,343.15,-66.3032,45900.0,-16828.68738371255,-8133.908,-8156.2974,0.0,0.0,0.0,-16290.205,0.0,0.0,0.18621826
780,-0.042387918,342.03143,296.25677,-0.042387918,342.11618,0.0,0.0,294.4304,270.95,343.3122,-8.515169e-05,340.9588,341.75464,-1.280232e-25,4.8042877e-31,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,46800.0,-16828.763595995966,-8149.228,-8164.3154,0.0,0.0,0.0,-16313.543,0.0,0.0,0.17037964
795,-0.042387918,342.10248,296.25677,-0.042387918,342.1598,0.0,0.0,294.40643,271.27655,343.3122,-8.515169e-05,340.9875,341.758,2.6425807e-20,-5.9284616e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,47700.0,-16828.763595995966,-8161.876,-8172.0796,0.0,0.0,0.0,-16333.955,0.0,0.0,0.14642334
810,-0.042387918,342.16348,296.25696,-0.042387918,342.2023,0.0,0.0,294.38864,271.6375,343.31195,-8.515169e-05,341.01645,341.76163,-1.7307657e-19,2.557963e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,48600.0,-16828.610796944955,-8172.704,-8179.615,0.0,0.0,0.0,-16352.319,0.0,0.0,0.12863159
825,-0.042387918,342.2175,296.25916,-0.042387918,342.24374,0.0,0.0,294.36475,271.9297,343.30896,-8.5151696e-05,341.04562,341.76547,4.7646405e-20,-6.6809246e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,49500.0,-16826.756817692967,-8181.9297,-8186.602,0.0,0.0,0.0,-16368.531,0.0,0.0,0.10473633
840,-0.042387918,342.26605,296.2838,-0.042387918,342.28384,0.0,0.0,294.3469,272.05,343.27493,-8.5151696e-05,341.07498,341.76956,-1.6069317e-18,6.8438933e-19,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,50400.0,-16805.768774821317,-8186.1836,-8189.351,0.0,0.0,0.0,-16375.535,0.0,0.0,0.086883545
855,-0.04238792,342.31006,296.39636,-0.04238792,342.3221,0.0,0.0,294.3245,272.05,343.11777,-8.51517e-05,341.10446,341.77386,-1.6672987e-19,-1.6025799e-20,0.0,0.0,0.0,0.0,343.15,343.15,-66.303185,51300.0,-16709.310336279294,-8173.9814,-8176.128,0.0,0.0,0.0,-16350.109,0.0,0.0,0.06448364
