DATETIME,Environment:Outdoor Dry Bulb [C], TOTAL POWER[KW],DR Event,Power prediction
 08/17  13:45:00,26.65,354.10188,0,357.40411
 08/17  14:00:00,26.4,357.40411,0,353.54856
 08/17  14:15:00,26.2,353.54856,0,356.35963
 08/17  14:30:00,26,356.35963,0,358.86137
 08/17  14:45:00,25.8,358.86137,0,361.01689
 08/17  15:00:00,25.6,361.01689,0,347.56261
 08/17  15:15:00,25.35,347.56261,0,348.49015
 08/17  15:30:00,25.1,348.49015,0,348.56848
 08/17  15:45:00,24.85,348.56848,0,348.0031
 08/17  16:00:00,24.6,348.0031,0,298.06307
 08/17  16:15:00,24.325,298.06307,0,295.00444
 08/17  16:30:00,24.05,295.00444,0,291.22684
 08/17  16:45:00,23.775,291.22684,0,286.70263
 08/17  17:00:00,23.5,286.70263,0,256.23444
 08/17  17:15:00,23.175,256.23444,0,245.73375
 08/17  17:30:00,22.85,245.73375,0,235.45352
 08/17  17:45:00,22.525,235.45352,0,225.80138
 08/17  18:00:00,22.2,225.80138,0,67.58229
 08/17  18:15:00,21.925,67.58229,0,67.58229
 08/17  18:30:00,21.65,67.58229,0,67.58229
 08/17  18:45:00,21.375,67.58229,0,67.58229
 08/17  19:00:00,21.1,67.58229,0,56.31858
 08/17  19:15:00,20.65,56.31858,0,56.31858
 08/17  19:30:00,20.2,56.31858,0,56.31858
 08/17  19:45:00,19.75,56.31858,0,56.31858
 08/17  20:00:00,19.3,56.31858,0,56.31858
 08/17  20:15:00,18.8,56.31858,0,56.31858
 08/17  20:30:00,18.3,56.31858,0,56.31858
 08/17  20:45:00,17.8,56.31858,0,56.31858
 08/17  21:00:00,17.3,56.31858,0,56.31858
 08/17  21:15:00,16.85,56.31858,0,56.31858
 08/17  21:30:00,16.4,56.31858,0,56.31858
 08/17  21:45:00,15.95,56.31858,0,56.31858
 08/17  22:00:00,15.5,56.31858,0,56.31858
 08/17  22:15:00,15.35,56.31858,0,56.31858
 08/17  22:30:00,15.2,56.31858,0,56.31858
 08/17  22:45:00,15.05,56.31858,0,56.31858
 08/17  23:00:00,14.9,56.31858,0,56.31858
 08/17  23:15:00,14.95,56.31858,0,56.31858
 08/17  23:30:00,15,56.31858,0,56.31858
 08/17  23:45:00,15.05,56.31858,0,56.31858
 08/17  24:00:00,15.1,56.31858,0,45.05486
 08/18  00:15:00,15.225,45.05486,0,45.05486
 08/18  00:30:00,15.35,45.05486,0,45.05486
 08/18  00:45:00,15.475,45.05486,0,45.05486
 08/18  01:00:00,15.6,45.05486,0,45.05486
 08/18  01:15:00,15.625,45.05486,0,45.05486
 08/18  01:30:00,15.65,45.05486,0,45.05486
 08/18  01:45:00,15.675,45.05486,0,45.05486
 08/18  02:00:00,15.7,45.05486,0,45.05486
 08/18  02:15:00,15.575,45.05486,0,45.05486
 08/18  02:30:00,15.45,45.05486,0,45.05486
 08/18  02:45:00,15.325,45.05486,0,45.05486
 08/18  03:00:00,15.2,45.05486,0,45.05486
 08/18  03:15:00,15.025,45.05486,0,45.05486
 08/18  03:30:00,14.85,45.05486,0,45.05486
 08/18  03:45:00,14.675,45.05486,0,45.05486
 08/18  04:00:00,14.5,45.05486,0,45.05486
 08/18  04:15:00,14.575,45.05486,0,45.05486
 08/18  04:30:00,14.65,45.05486,0,45.05486
 08/18  04:45:00,14.725,45.05486,0,45.05486
 08/18  05:00:00,14.8,45.05486,0,45.05486
 08/18  05:15:00,14.85,45.05486,0,45.05486
 08/18  05:30:00,14.9,45.05486,0,45.05486
 08/18  05:45:00,14.95,45.05486,0,45.05486
 08/18  06:00:00,15,45.05486,0,45.05486
 08/18  06:15:00,15.1,45.05486,0,45.05486
 08/18  06:30:00,15.2,45.05486,0,45.05486
 08/18  06:45:00,15.3,45.05486,0,45.05486
 08/18  07:00:00,15.4,45.05486,0,45.05486
 08/18  07:15:00,15.65,45.05486,0,45.05486
 08/18  07:30:00,15.9,45.05486,0,45.05486
 08/18  07:45:00,16.15,45.05486,0,45.05486
 08/18  08:00:00,16.4,45.05486,0,45.05486
 08/18  08:15:00,16.625,45.05486,0,45.05486
 08/18  08:30:00,16.85,45.05486,0,45.05486
 08/18  08:45:00,17.075,45.05486,0,45.05486
 08/18  09:00:00,17.3,45.05486,0,45.05486
 08/18  09:15:00,17.55,45.05486,0,45.05486
 08/18  09:30:00,17.8,45.05486,0,45.05486
 08/18  09:45:00,18.05,45.05486,0,45.05486
 08/18  10:00:00,18.3,45.05486,0,45.05486
 08/18  10:15:00,18.625,45.05486,0,45.05486
 08/18  10:30:00,18.95,45.05486,0,45.05486
 08/18  10:45:00,19.275,45.05486,0,45.05486
 08/18  11:00:00,19.6,45.05486,0,45.05486
 08/18  11:15:00,19.95,45.05486,0,45.05486
 08/18  11:30:00,20.3,45.05486,0,45.05486
 08/18  11:45:00,20.65,45.05486,0,45.05486
 08/18  12:00:00,21,45.05486,0,45.05486
 08/18  12:15:00,21.3,45.05486,0,45.05486
 08/18  12:30:00,21.6,45.05486,0,45.05486
 08/18  12:45:00,21.9,45.05486,0,45.05486
 08/18  13:00:00,22.2,45.05486,0,45.05486
 08/18  13:15:00,22.2,45.05486,0,45.05486
 08/18  13:30:00,22.2,45.05486,0,45.05486
 08/18  13:45:00,22.2,45.05486,0,45.05486
 08/18  14:00:00,22.2,45.05486,0,45.05486
 08/18  14:15:00,22.2,45.05486,0,45.05486
 08/18  14:30:00,22.2,45.05486,0,45.05486
 08/18  14:45:00,22.2,45.05486,0,45.05486
 08/18  15:00:00,22.2,45.05486,0,45.05486
 08/18  15:15:00,22.2,45.05486,0,45.05486
 08/18  15:30:00,22.2,45.05486,0,45.05486
 08/18  15:45:00,22.2,45.05486,0,45.05486
 08/18  16:00:00,22.2,45.05486,0,45.05486
 08/18  16:15:00,21.625,45.05486,0,45.05486
 08/18  16:30:00,21.05,45.05486,0,45.05486
 08/18  16:45:00,20.475,45.05486,0,45.05486
 08/18  17:00:00,19.9,45.05486,0,45.05486
 08/18  17:15:00,19.325,45.05486,0,45.05486
 08/18  17:30:00,18.75,45.05486,0,45.05486
 08/18  17:45:00,18.175,45.05486,0,45.05486
 08/18  18:00:00,17.6,45.05486,0,45.05486
 08/18  18:15:00,17.05,45.05486,0,45.05486
 08/18  18:30:00,16.5,45.05486,0,45.05486
 08/18  18:45:00,15.95,45.05486,0,45.05486
 08/18  19:00:00,15.4,45.05486,0,45.05486
 08/18  19:15:00,15.225,45.05486,0,45.05486
 08/18  19:30:00,15.05,45.05486,0,45.05486
 08/18  19:45:00,14.875,45.05486,0,45.05486
 08/18  20:00:00,14.7,45.05486,0,45.05486
 08/18  20:15:00,14.55,45.05486,0,45.05486
 08/18  20:30:00,14.4,45.05486,0,45.05486
 08/18  20:45:00,14.25,45.05486,0,45.05486
 08/18  21:00:00,14.1,45.05486,0,45.05486
 08/18  21:15:00,13.925,45.05486,0,45.05486
 08/18  21:30:00,13.75,45.05486,0,45.05486
 08/18  21:45:00,13.575,45.05486,0,45.05486
 08/18  22:00:00,13.4,45.05486,0,45.05486
 08/18  22:15:00,13.4,45.05486,0,45.05486
 08/18  22:30:00,13.4,45.05486,0,45.05486
 08/18  22:45:00,13.4,45.05486,0,45.05486
 08/18  23:00:00,13.4,45.05486,0,45.05486
 08/18  23:15:00,13.525,45.05486,0,45.05486
 08/18  23:30:00,13.65,45.05486,0,45.05486
 08/18  23:45:00,13.775,45.05486,0,45.05486
 08/18  24:00:00,13.9,45.05486,0,45.05486
 08/19  00:15:00,14.075,45.05486,0,45.05486
 08/19  00:30:00,14.25,45.05486,0,45.05486
 08/19  00:45:00,14.425,45.05486,0,45.05486
 08/19  01:00:00,14.6,45.05486,0,45.05486
 08/19  01:15:00,14.7,45.05486,0,45.05486
 08/19  01:30:00,14.8,45.05486,0,45.05486
 08/19  01:45:00,14.9,45.05486,0,45.05486
 08/19  02:00:00,15,45.05486,0,45.05486
 08/19  02:15:00,15,45.05486,0,45.05486
 08/19  02:30:00,15,45.05486,0,45.05486
 08/19  02:45:00,15,45.05486,0,45.05486
 08/19  03:00:00,15,45.05486,0,45.05486
 08/19  03:15:00,15,45.05486,0,45.05486
 08/19  03:30:00,15,45.05486,0,45.05486
 08/19  03:45:00,15,45.05486,0,45.05486
 08/19  04:00:00,15,45.05486,0,45.05486
 08/19  04:15:00,14.9,45.05486,0,45.05486
 08/19  04:30:00,14.8,45.05486,0,45.05486
 08/19  04:45:00,14.7,45.05486,0,45.05486
 08/19  05:00:00,14.6,45.05486,0,45.05486
 08/19  05:15:00,14.525,45.05486,0,45.05486
 08/19  05:30:00,14.45,45.05486,0,45.05486
 08/19  05:45:00,14.375,45.05486,0,45.05486
 08/19  06:00:00,14.3,45.05486,0,45.05486
 08/19  06:15:00,14.2,45.05486,0,45.05486
 08/19  06:30:00,14.1,45.05486,0,45.05486
 08/19  06:45:00,14,45.05486,0,45.05486
 08/19  07:00:00,13.9,45.05486,0,45.05486
 08/19  07:15:00,14,45.05486,0,45.05486
 08/19  07:30:00,14.1,45.05486,0,45.05486
 08/19  07:45:00,14.2,45.05486,0,45.05486
 08/19  08:00:00,14.3,45.05486,0,45.05486
 08/19  08:15:00,14.375,45.05486,0,45.05486
 08/19  08:30:00,14.45,45.05486,0,45.05486
 08/19  08:45:00,14.525,45.05486,0,45.05486
 08/19  09:00:00,14.6,45.05486,0,45.05486
 08/19  09:15:00,14.7,45.05486,0,45.05486
 08/19  09:30:00,14.8,45.05486,0,45.05486
 08/19  09:45:00,14.9,45.05486,0,45.05486
 08/19  10:00:00,15,45.05486,0,45.05486
 08/19  10:15:00,15.275,45.05486,0,45.05486
 08/19  10:30:00,15.55,45.05486,0,45.05486
 08/19  10:45:00,15.825,45.05486,0,45.05486
 08/19  11:00:00,16.1,45.05486,0,45.05486
 08/19  11:15:00,16.325,45.05486,0,45.05486
 08/19  11:30:00,16.55,45.05486,0,45.05486
 08/19  11:45:00,16.775,45.05486,0,45.05486
 08/19  12:00:00,17,45.05486,0,45.05486
 08/19  12:15:00,17.275,45.05486,0,45.05486
 08/19  12:30:00,17.55,45.05486,0,45.05486
 08/19  12:45:00,17.825,45.05486,0,45.05486
 08/19  13:00:00,18.1,45.05486,0,45.05486
 08/19  13:15:00,18.175,45.05486,0,45.05486
 08/19  13:30:00,18.25,45.05486,0,45.05486
 08/19  13:45:00,18.325,45.05486,0,45.05486
 08/19  14:00:00,18.4,45.05486,0,45.05486
 08/19  14:15:00,18.45,45.05486,0,45.05486
 08/19  14:30:00,18.5,45.05486,0,45.05486
 08/19  14:45:00,18.55,45.05486,0,45.05486
 08/19  15:00:00,18.6,45.05486,0,45.05486
 08/19  15:15:00,18.7,45.05486,0,45.05486
 08/19  15:30:00,18.8,45.05486,0,45.05486
 08/19  15:45:00,18.9,45.05486,0,45.05486
 08/19  16:00:00,19,45.05486,0,45.05486
 08/19  16:15:00,18.675,45.05486,0,45.05486
 08/19  16:30:00,18.35,45.05486,0,45.05486
 08/19  16:45:00,18.025,45.05486,0,45.05486
 08/19  17:00:00,17.7,45.05486,0,45.05486
 08/19  17:15:00,17.35,45.05486,0,45.05486
 08/19  17:30:00,17,45.05486,0,45.05486
 08/19  17:45:00,16.65,45.05486,0,45.05486
 08/19  18:00:00,16.3,45.05486,0,45.05486
 08/19  18:15:00,15.975,45.05486,0,45.05486
 08/19  18:30:00,15.65,45.05486,0,45.05486
 08/19  18:45:00,15.325,45.05486,0,45.05486
 08/19  19:00:00,15,45.05486,0,45.05486
 08/19  19:15:00,15,45.05486,0,45.05486
 08/19  19:30:00,15,45.05486,0,45.05486
 08/19  19:45:00,15,45.05486,0,45.05486
 08/19  20:00:00,15,45.05486,0,45.05486
 08/19  20:15:00,15,45.05486,0,45.05486
 08/19  20:30:00,15,45.05486,0,45.05486
 08/19  20:45:00,15,45.05486,0,45.05486
 08/19  21:00:00,15,45.05486,0,45.05486
 08/19  21:15:00,15,45.05486,0,45.05486
 08/19  21:30:00,15,45.05486,0,45.05486
 08/19  21:45:00,15,45.05486,0,45.05486
 08/19  22:00:00,15,45.05486,0,45.05486
 08/19  22:15:00,14.925,45.05486,0,45.05486
 08/19  22:30:00,14.85,45.05486,0,45.05486
 08/19  22:45:00,14.775,45.05486,0,45.05486
 08/19  23:00:00,14.7,45.05486,0,45.05486
 08/19  23:15:00,14.55,45.05486,0,45.05486
 08/19  23:30:00,14.4,45.05486,0,45.05486
 08/19  23:45:00,14.25,45.05486,0,45.05486
 08/19  24:00:00,14.1,45.05486,0,56.31858
 08/20  00:15:00,13.975,56.31858,0,56.31858
 08/20  00:30:00,13.85,56.31858,0,56.31858
 08/20  00:45:00,13.725,56.31858,0,56.31858
 08/20  01:00:00,13.6,56.31858,0,56.31858
 08/20  01:15:00,13.575,56.31858,0,56.31858
 08/20  01:30:00,13.55,56.31858,0,56.31858
 08/20  01:45:00,13.525,56.31858,0,56.31858
 08/20  02:00:00,13.5,56.31858,0,56.31858
 08/20  02:15:00,13.6,56.31858,0,56.31858
 08/20  02:30:00,13.7,56.31858,0,56.31858
 08/20  02:45:00,13.8,56.31858,0,56.31858
 08/20  03:00:00,13.9,56.31858,0,56.31858
 08/20  03:15:00,13.975,56.31858,0,56.31858
 08/20  03:30:00,14.05,56.31858,0,56.31858
 08/20  03:45:00,14.125,56.31858,0,56.31858
 08/20  04:00:00,14.2,56.31858,0,56.31858
 08/20  04:15:00,14.2,56.31858,0,56.31858
 08/20  04:30:00,14.2,56.31858,0,56.31858
 08/20  04:45:00,14.2,56.31858,0,56.31858
 08/20  05:00:00,14.2,56.31858,0,56.31858
 08/20  05:15:00,14.2,56.31858,0,56.31858
 08/20  05:30:00,14.2,56.31858,0,56.31858
 08/20  05:45:00,14.2,56.31858,0,56.31858
 08/20  06:00:00,14.2,56.31858,0,154.03217
 08/20  06:15:00,14.2,154.03217,0,149.4985
 08/20  06:30:00,14.2,149.4985,0,146.01106
 08/20  06:45:00,14.2,146.01106,0,144.07983
 08/20  07:00:00,14.2,144.07983,0,183.13284
 08/20  07:15:00,14.475,183.13284,0,185.48014
 08/20  07:30:00,14.75,185.48014,0,187.77806
 08/20  07:45:00,15.025,187.77806,0,190.12023
 08/20  08:00:00,15.3,190.12023,0,232.45671
 08/20  08:15:00,15.525,232.45671,0,234.7187
 08/20  08:30:00,15.75,234.7187,0,236.7993
 08/20  08:45:00,15.975,236.7993,0,238.90751
 08/20  09:00:00,16.2,238.90751,0,257.64809
 08/20  09:15:00,16.45,257.64809,0,260.16457
 08/20  09:30:00,16.7,260.16457,0,262.78812
 08/20  09:45:00,16.95,262.78812,0,265.32721
 08/20  10:00:00,17.2,265.32721,0,279.5372
 08/20  10:15:00,17.5,279.5372,0,283.16721
 08/20  10:30:00,17.8,283.16721,0,287.54925
 08/20  10:45:00,18.1,287.54925,0,292.42233
 08/20  11:00:00,18.4,292.42233,0,299.09887
 08/20  11:15:00,18.75,299.09887,0,305.11723
 08/20  11:30:00,19.1,305.11723,0,310.79701
 08/20  11:45:00,19.45,310.79701,0,316.84531
 08/20  12:00:00,19.8,316.84531,0,326.10507
 08/20  12:15:00,20.125,326.10507,0,335.26383
 08/20  12:30:00,20.45,335.26383,0,344.67075
 08/20  12:45:00,20.775,344.67075,0,354.41744
 08/20  13:00:00,21.1,354.41744,0,359.64782
 08/20  13:15:00,21.1,359.64782,0,362.67517
 08/20  13:30:00,21.1,362.67517,0,366.00923
 08/20  13:45:00,21.1,366.00923,0,369.52964
 08/20  14:00:00,21.1,369.52964,0,366.9652
 08/20  14:15:00,21.1,366.9652,0,370.94726
 08/20  14:30:00,21.1,370.94726,0,374.99921
 08/20  14:45:00,21.1,374.99921,0,378.45959
 08/20  15:00:00,21.1,378.45959,0,367.01221
 08/20  15:15:00,21.1,367.01221,0,369.21005
 08/20  15:30:00,21.1,369.21005,0,370.47951
 08/20  15:45:00,21.1,370.47951,0,371.05728
 08/20  16:00:00,21.1,371.05728,0,317.66882
 08/20  16:15:00,20.7,317.66882,0,308.48925
 08/20  16:30:00,20.3,308.48925,0,298.54868
 08/20  16:45:00,19.9,298.54868,0,288.12582
 08/20  17:00:00,19.5,288.12582,0,230.28997
 08/20  17:15:00,19.05,230.28997,0,218.01021
 08/20  17:30:00,18.6,218.01021,0,206.31012
 08/20  17:45:00,18.15,206.31012,0,195.03152
 08/20  18:00:00,17.7,195.03152,0,67.58229
 08/20  18:15:00,17.325,67.58229,0,67.58229
 08/20  18:30:00,16.95,67.58229,0,67.58229
 08/20  18:45:00,16.575,67.58229,0,67.58229
 08/20  19:00:00,16.2,67.58229,0,56.31858
 08/20  19:15:00,16.2,56.31858,0,56.31858
 08/20  19:30:00,16.2,56.31858,0,56.31858
 08/20  19:45:00,16.2,56.31858,0,56.31858
 08/20  20:00:00,16.2,56.31858,0,56.31858
 08/20  20:15:00,16.2,56.31858,0,56.31858
 08/20  20:30:00,16.2,56.31858,0,56.31858
 08/20  20:45:00,16.2,56.31858,0,56.31858
 08/20  21:00:00,16.2,56.31858,0,56.31858
 08/20  21:15:00,16.2,56.31858,0,56.31858
 08/20  21:30:00,16.2,56.31858,0,56.31858
 08/20  21:45:00,16.2,56.31858,0,56.31858
 08/20  22:00:00,16.2,56.31858,0,56.31858
 08/20  22:15:00,16.125,56.31858,0,56.31858
 08/20  22:30:00,16.05,56.31858,0,56.31858
 08/20  22:45:00,15.975,56.31858,0,56.31858
 08/20  23:00:00,15.9,56.31858,0,56.31858
 08/20  23:15:00,15.775,56.31858,0,56.31858
 08/20  23:30:00,15.65,56.31858,0,56.31858
 08/20  23:45:00,15.525,56.31858,0,56.31858
 08/20  24:00:00,15.4,56.31858,0,56.31858
 08/21  00:15:00,15.275,56.31858,0,56.31858
 08/21  00:30:00,15.15,56.31858,0,56.31858
 08/21  00:45:00,15.025,56.31858,0,56.31858
 08/21  01:00:00,14.9,56.31858,0,56.31858
 08/21  01:15:00,14.775,56.31858,0,56.31858
 08/21  01:30:00,14.65,56.31858,0,56.31858
 08/21  01:45:00,14.525,56.31858,0,56.31858
 08/21  02:00:00,14.4,56.31858,0,56.31858
 08/21  02:15:00,14.325,56.31858,0,56.31858
 08/21  02:30:00,14.25,56.31858,0,56.31858
 08/21  02:45:00,14.175,56.31858,0,56.31858
 08/21  03:00:00,14.1,56.31858,0,56.31858
 08/21  03:15:00,14,56.31858,0,56.31858
 08/21  03:30:00,13.9,56.31858,0,56.31858
 08/21  03:45:00,13.8,56.31858,0,56.31858
 08/21  04:00:00,13.7,56.31858,0,56.31858
 08/21  04:15:00,13.7,56.31858,0,56.31858
 08/21  04:30:00,13.7,56.31858,0,56.31858
 08/21  04:45:00,13.7,56.31858,0,56.31858
 08/21  05:00:00,13.7,56.31858,0,56.31858
 08/21  05:15:00,13.7,56.31858,0,56.31858
 08/21  05:30:00,13.7,56.31858,0,56.31858
 08/21  05:45:00,13.7,56.31858,0,56.31858
 08/21  06:00:00,13.7,56.31858,0,134.33139
 08/21  06:15:00,13.7,134.33139,0,129.67055
 08/21  06:30:00,13.7,129.67055,0,129.0544
 08/21  06:45:00,13.7,129.0544,0,128.79088
 08/21  07:00:00,13.7,128.79088,0,165.52687
 08/21  07:15:00,13.875,165.52687,0,167.61146
 08/21  07:30:00,14.05,167.61146,0,169.58071
 08/21  07:45:00,14.225,169.58071,0,171.30089
 08/21  08:00:00,14.4,171.30089,0,212.42671
 08/21  08:15:00,14.525,212.42671,0,214.05669
 08/21  08:30:00,14.65,214.05669,0,215.61078
 08/21  08:45:00,14.775,215.61078,0,217.1406
 08/21  09:00:00,14.9,217.1406,0,235.40228
 08/21  09:15:00,15.075,235.40228,0,237.81588
 08/21  09:30:00,15.25,237.81588,0,240.21103
 08/21  09:45:00,15.425,240.21103,0,242.40746
 08/21  10:00:00,15.6,242.40746,0,257.46622
 08/21  10:15:00,16,257.46622,0,261.45311
 08/21  10:30:00,16.4,261.45311,0,265.0348
 08/21  10:45:00,16.8,265.0348,0,268.57879
 08/21  11:00:00,17.2,268.57879,0,273.72581
 08/21  11:15:00,17.65,273.72581,0,277.72206
 08/21  11:30:00,18.1,277.72206,0,282.36527
 08/21  11:45:00,18.55,282.36527,0,288.4903
 08/21  12:00:00,19,288.4903,0,296.13724
 08/21  12:15:00,19.4,296.13724,0,302.43574
 08/21  12:30:00,19.8,302.43574,0,309.8561
 08/21  12:45:00,20.2,309.8561,0,317.83445
 08/21  13:00:00,20.6,317.83445,0,324.97602
 08/21  13:15:00,20.675,324.97602,0,329.74361
 08/21  13:30:00,20.75,329.74361,0,334.76011
 08/21  13:45:00,20.825,334.76011,0,340.04628
 08/21  14:00:00,20.9,340.04628,0,337.22329
 08/21  14:15:00,20.95,337.22329,0,341.13489
 08/21  14:30:00,21,341.13489,0,344.97074
 08/21  14:45:00,21.05,344.97074,0,348.60939
 08/21  15:00:00,21.1,348.60939,0,338.53673
 08/21  15:15:00,21.175,338.53673,0,342.57245
 08/21  15:30:00,21.25,342.57245,0,345.78338
 08/21  15:45:00,21.325,345.78338,0,348.37385
 08/21  16:00:00,21.4,348.37385,0,294.8638
 08/21  16:15:00,21.1,294.8638,0,287.94461
 08/21  16:30:00,20.8,287.94461,0,280.29718
 08/21  16:45:00,20.5,280.29718,0,272.15038
 08/21  17:00:00,20.2,272.15038,0,215.2573
 08/21  17:15:00,19.85,215.2573,0,205.32503
 08/21  17:30:00,19.5,205.32503,0,196.36743
 08/21  17:45:00,19.15,196.36743,0,187.92231
 08/21  18:00:00,18.8,187.92231,0,67.58229
 08/21  18:15:00,18.5,67.58229,0,67.58229
 08/21  18:30:00,18.2,67.58229,0,67.58229
 08/21  18:45:00,17.9,67.58229,0,67.58229
 08/21  19:00:00,17.6,67.58229,0,56.31858
 08/21  19:15:00,17.5,56.31858,0,56.31858
 08/21  19:30:00,17.4,56.31858,0,56.31858
 08/21  19:45:00,17.3,56.31858,0,56.31858
 08/21  20:00:00,17.2,56.31858,0,56.31858
 08/21  20:15:00,17.15,56.31858,0,56.31858
 08/21  20:30:00,17.1,56.31858,0,56.31858
 08/21  20:45:00,17.05,56.31858,0,56.31858
 08/21  21:00:00,17,56.31858,0,56.31858
 08/21  21:15:00,16.925,56.31858,0,56.31858
 08/21  21:30:00,16.85,56.31858,0,56.31858
 08/21  21:45:00,16.775,56.31858,0,56.31858
 08/21  22:00:00,16.7,56.31858,0,56.31858
 08/21  22:15:00,16.6,56.31858,0,56.31858
 08/21  22:30:00,16.5,56.31858,0,56.31858
 08/21  22:45:00,16.4,56.31858,0,56.31858
 08/21  23:00:00,16.3,56.31858,0,56.31858
 08/21  23:15:00,16.25,56.31858,0,56.31858
 08/21  23:30:00,16.2,56.31858,0,56.31858
 08/21  23:45:00,16.15,56.31858,0,56.31858
 08/21  24:00:00,16.1,56.31858,0,56.31858
 08/22  00:15:00,16.05,56.31858,0,56.31858
 08/22  00:30:00,16,56.31858,0,56.31858
 08/22  00:45:00,15.95,56.31858,0,56.31858
 08/22  01:00:00,15.9,56.31858,0,56.31858
 08/22  01:15:00,15.875,56.31858,0,56.31858
 08/22  01:30:00,15.85,56.31858,0,56.31858
 08/22  01:45:00,15.825,56.31858,0,56.31858
 08/22  02:00:00,15.8,56.31858,0,56.31858
 08/22  02:15:00,15.8,56.31858,0,56.31858
 08/22  02:30:00,15.8,56.31858,0,56.31858
 08/22  02:45:00,15.8,56.31858,0,56.31858
 08/22  03:00:00,15.8,56.31858,0,56.31858
 08/22  03:15:00,15.8,56.31858,0,56.31858
 08/22  03:30:00,15.8,56.31858,0,56.31858
 08/22  03:45:00,15.8,56.31858,0,56.31858
 08/22  04:00:00,15.8,56.31858,0,56.31858
 08/22  04:15:00,15.8,56.31858,0,56.31858
 08/22  04:30:00,15.8,56.31858,0,56.31858
 08/22  04:45:00,15.8,56.31858,0,56.31858
 08/22  05:00:00,15.8,56.31858,0,56.31858
 08/22  05:15:00,15.8,56.31858,0,56.31858
 08/22  05:30:00,15.8,56.31858,0,56.31858
 08/22  05:45:00,15.8,56.31858,0,56.31858
 08/22  06:00:00,15.8,56.31858,0,156.70377
 08/22  06:15:00,15.8,156.70377,0,149.41238
 08/22  06:30:00,15.8,149.41238,0,147.15159
 08/22  06:45:00,15.8,147.15159,0,146.24725
 08/22  07:00:00,15.8,146.24725,0,182.96543
 08/22  07:15:00,15.875,182.96543,0,183.52165
 08/22  07:30:00,15.95,183.52165,0,184.09883
 08/22  07:45:00,16.025,184.09883,0,184.72682
 08/22  08:00:00,16.1,184.72682,0,225.90585
 08/22  08:15:00,16.15,225.90585,0,226.75878
 08/22  08:30:00,16.2,226.75878,0,227.52545
 08/22  08:45:00,16.25,227.52545,0,228.4361
 08/22  09:00:00,16.3,228.4361,0,246.48555
 08/22  09:15:00,16.4,246.48555,0,248.1775
 08/22  09:30:00,16.5,248.1775,0,249.8839
 08/22  09:45:00,16.6,249.8839,0,251.52817
 08/22  10:00:00,16.7,251.52817,0,265.55767
 08/22  10:15:00,17,265.55767,0,268.33485
 08/22  10:30:00,17.3,268.33485,0,270.85753
 08/22  10:45:00,17.6,270.85753,0,273.52421
 08/22  11:00:00,17.9,273.52421,0,277.88886
 08/22  11:15:00,18.25,277.88886,0,282.9234
 08/22  11:30:00,18.6,282.9234,0,287.63327
 08/22  11:45:00,18.95,287.63327,0,292.3477
 08/22  12:00:00,19.3,292.3477,0,298.97608
 08/22  12:15:00,19.6,298.97608,0,304.53527
 08/22  12:30:00,19.9,304.53527,0,311.10604
 08/22  12:45:00,20.2,311.10604,0,318.20779
 08/22  13:00:00,20.5,318.20779,0,321.96226
 08/22  13:15:00,20.325,321.96226,0,323.15008
 08/22  13:30:00,20.15,323.15008,0,324.42084
 08/22  13:45:00,19.975,324.42084,0,325.77499
 08/22  14:00:00,19.8,325.77499,0,320.56937
 08/22  14:15:00,19.675,320.56937,0,321.95017
 08/22  14:30:00,19.55,321.95017,0,323.10949
 08/22  14:45:00,19.425,323.10949,0,324.01031
 08/22  15:00:00,19.3,324.01031,0,309.87635
 08/22  15:15:00,19.125,309.87635,0,309.41618
 08/22  15:30:00,18.95,309.41618,0,308.18717
 08/22  15:45:00,18.775,308.18717,0,306.37615
 08/22  16:00:00,18.6,306.37615,0,255.52214
 08/22  16:15:00,18.3,255.52214,0,249.28097
 08/22  16:30:00,18,249.28097,0,242.63033
 08/22  16:45:00,17.7,242.63033,0,235.62358
 08/22  17:00:00,17.4,235.62358,0,184.81896
 08/22  17:15:00,17.05,184.81896,0,178.24911
 08/22  17:30:00,16.7,178.24911,0,172.0085
 08/22  17:45:00,16.35,172.0085,0,165.90815
 08/22  18:00:00,16,165.90815,0,67.58229
 08/22  18:15:00,15.675,67.58229,0,67.58229
 08/22  18:30:00,15.35,67.58229,0,67.58229
 08/22  18:45:00,15.025,67.58229,0,67.58229
 08/22  19:00:00,14.7,67.58229,0,56.31858
 08/22  19:15:00,14.525,56.31858,0,56.31858
 08/22  19:30:00,14.35,56.31858,0,56.31858
 08/22  19:45:00,14.175,56.31858,0,56.31858
 08/22  20:00:00,14,56.31858,0,56.31858
 08/22  20:15:00,13.875,56.31858,0,56.31858
 08/22  20:30:00,13.75,56.31858,0,56.31858
 08/22  20:45:00,13.625,56.31858,0,56.31858
 08/22  21:00:00,13.5,56.31858,0,56.31858
 08/22  21:15:00,13.325,56.31858,0,56.31858
 08/22  21:30:00,13.15,56.31858,0,56.31858
 08/22  21:45:00,12.975,56.31858,0,56.31858
 08/22  22:00:00,12.8,56.31858,0,56.31858
 08/22  22:15:00,12.7,56.31858,0,56.31858
 08/22  22:30:00,12.6,56.31858,0,56.31858
 08/22  22:45:00,12.5,56.31858,0,56.31858
 08/22  23:00:00,12.4,56.31858,0,56.31858
 08/22  23:15:00,12.375,56.31858,0,56.31858
