DATETIME,Environment:Outdoor Dry Bulb [C], TOTAL POWER[KW],DR Event,Power prediction
 01/06  07:45:00,9,45.05486,0,45.05486
 01/06  08:00:00,9.1,45.05486,0,45.05486
 01/06  08:15:00,9.15,45.05486,0,45.05486
 01/06  08:30:00,9.2,45.05486,0,45.05486
 01/06  08:45:00,9.25,45.05486,0,45.05486
 01/06  09:00:00,9.3,45.05486,0,45.05486
 01/06  09:15:00,9.4,45.05486,0,45.05486
 01/06  09:30:00,9.5,45.05486,0,45.05486
 01/06  09:45:00,9.6,45.05486,0,45.05486
 01/06  10:00:00,9.7,45.05486,0,45.05486
 01/06  10:15:00,9.775,45.05486,0,45.05486
 01/06  10:30:00,9.85,45.05486,0,45.05486
 01/06  10:45:00,9.925,45.05486,0,45.05486
 01/06  11:00:00,10,45.05486,0,45.05486
 01/06  11:15:00,10.1,45.05486,0,45.05486
 01/06  11:30:00,10.2,45.05486,0,45.05486
 01/06  11:45:00,10.3,45.05486,0,45.05486
 01/06  12:00:00,10.4,45.05486,0,45.05486
 01/06  12:15:00,10.5,45.05486,0,45.05486
 01/06  12:30:00,10.6,45.05486,0,45.05486
 01/06  12:45:00,10.7,45.05486,0,45.05486
 01/06  13:00:00,10.8,45.05486,0,45.05486
 01/06  13:15:00,10.8,45.05486,0,45.05486
 01/06  13:30:00,10.8,45.05486,0,45.05486
 01/06  13:45:00,10.8,45.05486,0,45.05486
 01/06  14:00:00,10.8,45.05486,0,45.05486
 01/06  14:15:00,10.8,45.05486,0,45.05486
 01/06  14:30:00,10.8,45.05486,0,45.05486
 01/06  14:45:00,10.8,45.05486,0,45.05486
 01/06  15:00:00,10.8,45.05486,0,45.05486
 01/06  15:15:00,10.8,45.05486,0,45.05486
 01/06  15:30:00,10.8,45.05486,0,45.05486
 01/06  15:45:00,10.8,45.05486,0,45.05486
 01/06  16:00:00,10.8,45.05486,0,45.05486
 01/06  16:15:00,10.7,45.05486,0,45.05486
 01/06  16:30:00,10.6,45.05486,0,45.05486
 01/06  16:45:00,10.5,45.05486,0,45.05486
 01/06  17:00:00,10.4,45.05486,0,45.05486
 01/06  17:15:00,10.3,45.05486,0,45.05486
 01/06  17:30:00,10.2,45.05486,0,45.05486
 01/06  17:45:00,10.1,45.05486,0,45.05486
 01/06  18:00:00,10,45.05486,0,45.05486
 01/06  18:15:00,9.925,45.05486,0,45.05486
 01/06  18:30:00,9.85,45.05486,0,45.05486
 01/06  18:45:00,9.775,45.05486,0,45.05486
 01/06  19:00:00,9.7,45.05486,0,45.05486
 01/06  19:15:00,9.375,45.05486,0,45.05486
 01/06  19:30:00,9.05,45.05486,0,45.05486
 01/06  19:45:00,8.725,45.05486,0,45.05486
 01/06  20:00:00,8.4,45.05486,0,45.05486
 01/06  20:15:00,8.025,45.05486,0,45.05486
 01/06  20:30:00,7.65,45.05486,0,45.05486
 01/06  20:45:00,7.275,45.05486,0,45.05486
 01/06  21:00:00,6.9,45.05486,0,45.05486
 01/06  21:15:00,6.6,45.05486,0,45.05486
 01/06  21:30:00,6.3,45.05486,0,45.05486
 01/06  21:45:00,6,45.05486,0,45.05486
 01/06  22:00:00,5.7,45.05486,0,45.05486
 01/06  22:15:00,5.475,45.05486,0,45.05486
 01/06  22:30:00,5.25,45.05486,0,45.05486
 01/06  22:45:00,5.025,45.05486,0,45.05486
 01/06  23:00:00,4.8,45.05486,0,45.05486
 01/06  23:15:00,4.675,45.05486,0,45.05486
 01/06  23:30:00,4.55,45.05486,0,45.05486
 01/06  23:45:00,4.425,45.05486,0,45.05486
 01/06  24:00:00,4.3,45.05486,0,45.05486
 01/07  00:15:00,4.225,45.05486,0,45.05486
 01/07  00:30:00,4.15,45.05486,0,45.05486
 01/07  00:45:00,4.075,45.05486,0,45.05486
 01/07  01:00:00,4,45.05486,0,45.05486
 01/07  01:15:00,3.975,45.05486,0,45.05486
 01/07  01:30:00,3.95,45.05486,0,45.05486
 01/07  01:45:00,3.925,45.05486,0,45.05486
 01/07  02:00:00,3.9,45.05486,0,45.05486
 01/07  02:15:00,3.85,45.05486,0,45.05486
 01/07  02:30:00,3.8,45.05486,0,45.05486
 01/07  02:45:00,3.75,45.05486,0,45.05486
 01/07  03:00:00,3.7,45.05486,0,45.05486
 01/07  03:15:00,3.625,45.05486,0,45.05486
 01/07  03:30:00,3.55,45.05486,0,45.05486
 01/07  03:45:00,3.475,45.05486,0,45.05486
 01/07  04:00:00,3.4,45.05486,0,45.05486
 01/07  04:15:00,3.475,45.05486,0,45.05486
 01/07  04:30:00,3.55,45.05486,0,45.05486
 01/07  04:45:00,3.625,45.05486,0,45.05486
 01/07  05:00:00,3.7,45.05486,0,45.05486
 01/07  05:15:00,3.75,45.05486,0,45.05486
 01/07  05:30:00,3.8,45.05486,0,45.05486
 01/07  05:45:00,3.85,45.05486,0,45.05486
 01/07  06:00:00,3.9,45.05486,0,45.05486
 01/07  06:15:00,3.975,45.05486,0,45.05486
 01/07  06:30:00,4.05,45.05486,0,45.05486
 01/07  06:45:00,4.125,45.05486,0,45.05486
 01/07  07:00:00,4.2,45.05486,0,45.05486
 01/07  07:15:00,4.375,45.05486,0,45.05486
 01/07  07:30:00,4.55,45.05486,0,45.05486
 01/07  07:45:00,4.725,45.05486,0,45.05486
 01/07  08:00:00,4.9,45.05486,0,45.05486
 01/07  08:15:00,5.025,45.05486,0,45.05486
 01/07  08:30:00,5.15,45.05486,0,45.05486
 01/07  08:45:00,5.275,45.05486,0,45.05486
 01/07  09:00:00,5.4,45.05486,0,45.05486
 01/07  09:15:00,5.575,45.05486,0,45.05486
 01/07  09:30:00,5.75,45.05486,0,45.05486
 01/07  09:45:00,5.925,45.05486,0,45.05486
 01/07  10:00:00,6.1,45.05486,0,45.05486
 01/07  10:15:00,6.475,45.05486,0,45.05486
 01/07  10:30:00,6.85,45.05486,0,45.05486
 01/07  10:45:00,7.225,45.05486,0,45.05486
 01/07  11:00:00,7.6,45.05486,0,45.05486
 01/07  11:15:00,8.025,45.05486,0,45.05486
 01/07  11:30:00,8.45,45.05486,0,45.05486
 01/07  11:45:00,8.875,45.05486,0,45.05486
 01/07  12:00:00,9.3,45.05486,0,45.05486
 01/07  12:15:00,9.675,45.05486,0,45.05486
 01/07  12:30:00,10.05,45.05486,0,45.05486
 01/07  12:45:00,10.425,45.05486,0,45.05486
 01/07  13:00:00,10.8,45.05486,0,45.05486
 01/07  13:15:00,11.05,45.05486,0,45.05486
 01/07  13:30:00,11.3,45.05486,0,45.05486
 01/07  13:45:00,11.55,45.05486,0,45.05486
 01/07  14:00:00,11.8,45.05486,0,45.05486
 01/07  14:15:00,12.025,45.05486,0,45.05486
 01/07  14:30:00,12.25,45.05486,0,45.05486
 01/07  14:45:00,12.475,45.05486,0,45.05486
 01/07  15:00:00,12.7,45.05486,0,45.05486
 01/07  15:15:00,12.95,45.05486,0,45.05486
 01/07  15:30:00,13.2,45.05486,0,45.05486
 01/07  15:45:00,13.45,45.05486,0,45.05486
 01/07  16:00:00,13.7,45.05486,0,45.05486
 01/07  16:15:00,13.4,45.05486,0,45.05486
 01/07  16:30:00,13.1,45.05486,0,45.05486
 01/07  16:45:00,12.8,45.05486,0,45.05486
 01/07  17:00:00,12.5,45.05486,0,45.05486
 01/07  17:15:00,12.175,45.05486,0,45.05486
 01/07  17:30:00,11.85,45.05486,0,45.05486
 01/07  17:45:00,11.525,45.05486,0,45.05486
 01/07  18:00:00,11.2,45.05486,0,45.05486
 01/07  18:15:00,10.9,45.05486,0,45.05486
 01/07  18:30:00,10.6,45.05486,0,45.05486
 01/07  18:45:00,10.3,45.05486,0,45.05486
 01/07  19:00:00,10,45.05486,0,45.05486
 01/07  19:15:00,10,45.05486,0,45.05486
 01/07  19:30:00,10,45.05486,0,45.05486
 01/07  19:45:00,10,45.05486,0,45.05486
 01/07  20:00:00,10,45.05486,0,45.05486
 01/07  20:15:00,10,45.05486,0,45.05486
 01/07  20:30:00,10,45.05486,0,45.05486
 01/07  20:45:00,10,45.05486,0,45.05486
 01/07  21:00:00,10,45.05486,0,45.05486
 01/07  21:15:00,10,45.05486,0,45.05486
 01/07  21:30:00,10,45.05486,0,45.05486
 01/07  21:45:00,10,45.05486,0,45.05486
 01/07  22:00:00,10,45.05486,0,45.05486
 01/07  22:15:00,9.725,45.05486,0,45.05486
 01/07  22:30:00,9.45,45.05486,0,45.05486
 01/07  22:45:00,9.175,45.05486,0,45.05486
 01/07  23:00:00,8.9,45.05486,0,45.05486
 01/07  23:15:00,8.45,45.05486,0,45.05486
 01/07  23:30:00,8,45.05486,0,45.05486
 01/07  23:45:00,7.55,45.05486,0,45.05486
 01/07  24:00:00,7.1,45.05486,0,56.31858
 01/08  00:15:00,6.6,56.31858,0,56.31858
 01/08  00:30:00,6.1,56.31858,0,56.31858
 01/08  00:45:00,5.6,56.31858,0,56.31858
 01/08  01:00:00,5.1,56.31858,0,56.31858
 01/08  01:15:00,4.75,56.31858,0,56.31858
 01/08  01:30:00,4.4,56.31858,0,56.31858
 01/08  01:45:00,4.05,56.31858,0,56.31858
 01/08  02:00:00,3.7,56.31858,0,56.31858
 01/08  02:15:00,3.575,56.31858,0,56.31858
 01/08  02:30:00,3.45,56.31858,0,56.31858
 01/08  02:45:00,3.325,56.31858,0,56.31858
 01/08  03:00:00,3.2,56.31858,0,56.31858
 01/08  03:15:00,3.05,56.31858,0,56.31858
 01/08  03:30:00,2.9,56.31858,0,56.31858
 01/08  03:45:00,2.75,56.31858,0,56.31858
 01/08  04:00:00,2.6,56.31858,0,56.31858
 01/08  04:15:00,2.6,56.31858,0,56.31858
 01/08  04:30:00,2.6,56.31858,0,56.31858
 01/08  04:45:00,2.6,56.31858,0,56.31858
 01/08  05:00:00,2.6,56.31858,0,56.31858
 01/08  05:15:00,2.6,56.31858,0,56.31858
 01/08  05:30:00,2.6,56.31858,0,56.31858
 01/08  05:45:00,2.6,56.31858,0,56.31858
 01/08  06:00:00,2.6,56.31858,0,108.82005
 01/08  06:15:00,2.6,108.82005,0,108.01176
 01/08  06:30:00,2.6,108.01176,0,107.99423
 01/08  06:45:00,2.6,107.99423,0,107.99418
 01/08  07:00:00,2.6,107.99418,0,142.28363
 01/08  07:15:00,3.375,142.28363,0,142.33464
 01/08  07:30:00,4.15,142.33464,0,142.39461
 01/08  07:45:00,4.925,142.39461,0,142.45985
 01/08  08:00:00,5.7,142.45985,0,181.20448
 01/08  08:15:00,6.45,181.20448,0,181.3207
 01/08  08:30:00,7.2,181.3207,0,181.39163
 01/08  08:45:00,7.95,181.39163,0,181.46601
 01/08  09:00:00,8.7,181.46601,0,197.22154
 01/08  09:15:00,9.5,197.22154,0,197.71609
 01/08  09:30:00,10.3,197.71609,0,198.09144
 01/08  09:45:00,11.1,198.09144,0,198.48651
 01/08  10:00:00,11.9,198.48651,0,209.22762
 01/08  10:15:00,12.075,209.22762,0,209.61072
 01/08  10:30:00,12.25,209.61072,0,209.92796
 01/08  10:45:00,12.425,209.92796,0,210.18962
 01/08  11:00:00,12.6,210.18962,0,211.48452
 01/08  11:15:00,12.725,211.48452,0,211.72252
 01/08  11:30:00,12.85,211.72252,0,212.46415
 01/08  11:45:00,12.975,212.46415,0,213.89708
 01/08  12:00:00,13.1,213.89708,0,218.18632
 01/08  12:15:00,13.275,218.18632,0,219.81429
 01/08  12:30:00,13.45,219.81429,0,222.04488
 01/08  12:45:00,13.625,222.04488,0,224.17584
 01/08  13:00:00,13.8,224.17584,0,226.90306
 01/08  13:15:00,13.875,226.90306,0,229.1933
 01/08  13:30:00,13.95,229.1933,0,231.16197
 01/08  13:45:00,14.025,231.16197,0,232.65596
 01/08  14:00:00,14.1,232.65596,0,227.2189
 01/08  14:15:00,14.15,227.2189,0,228.60149
 01/08  14:30:00,14.2,228.60149,0,229.14506
 01/08  14:45:00,14.25,229.14506,0,228.92691
 01/08  15:00:00,14.3,228.92691,0,215.66682
 01/08  15:15:00,14.375,215.66682,0,214.93086
 01/08  15:30:00,14.45,214.93086,0,213.20637
 01/08  15:45:00,14.525,213.20637,0,210.92841
 01/08  16:00:00,14.6,210.92841,0,168.38127
 01/08  16:15:00,14.225,168.38127,0,165.82054
 01/08  16:30:00,13.85,165.82054,0,163.64823
 01/08  16:45:00,13.475,163.64823,0,161.80049
 01/08  17:00:00,13.1,161.80049,0,120.2529
 01/08  17:15:00,12.725,120.2529,0,119.07944
 01/08  17:30:00,12.35,119.07944,0,118.5543
 01/08  17:45:00,11.975,118.5543,0,118.25946
 01/08  18:00:00,11.6,118.25946,0,67.58229
 01/08  18:15:00,11.225,67.58229,0,67.58229
 01/08  18:30:00,10.85,67.58229,0,67.58229
 01/08  18:45:00,10.475,67.58229,0,67.58229
 01/08  19:00:00,10.1,67.58229,0,56.31858
 01/08  19:15:00,9.85,56.31858,0,56.31858
 01/08  19:30:00,9.6,56.31858,0,56.31858
 01/08  19:45:00,9.35,56.31858,0,56.31858
 01/08  20:00:00,9.1,56.31858,0,56.31858
 01/08  20:15:00,8.875,56.31858,0,56.31858
 01/08  20:30:00,8.65,56.31858,0,56.31858
 01/08  20:45:00,8.425,56.31858,0,56.31858
 01/08  21:00:00,8.2,56.31858,0,56.31858
 01/08  21:15:00,7.95,56.31858,0,56.31858
 01/08  21:30:00,7.7,56.31858,0,56.31858
 01/08  21:45:00,7.45,56.31858,0,56.31858
 01/08  22:00:00,7.2,56.31858,0,56.31858
 01/08  22:15:00,7.025,56.31858,0,56.31858
 01/08  22:30:00,6.85,56.31858,0,56.31858
 01/08  22:45:00,6.675,56.31858,0,56.31858
 01/08  23:00:00,6.5,56.31858,0,56.31858
 01/08  23:15:00,6.375,56.31858,0,56.31858
 01/08  23:30:00,6.25,56.31858,0,56.31858
 01/08  23:45:00,6.125,56.31858,0,56.31858
 01/08  24:00:00,6,56.31858,0,56.31858
 01/09  00:15:00,5.85,56.31858,0,56.31858
 01/09  00:30:00,5.7,56.31858,0,56.31858
 01/09  00:45:00,5.55,56.31858,0,56.31858
 01/09  01:00:00,5.4,56.31858,0,56.31858
 01/09  01:15:00,5.175,56.31858,0,56.31858
 01/09  01:30:00,4.95,56.31858,0,56.31858
 01/09  01:45:00,4.725,56.31858,0,56.31858
 01/09  02:00:00,4.5,56.31858,0,56.31858
 01/09  02:15:00,4.125,56.31858,0,56.31858
 01/09  02:30:00,3.75,56.31858,0,56.31858
 01/09  02:45:00,3.375,56.31858,0,56.31858
 01/09  03:00:00,3,56.31858,0,56.31858
 01/09  03:15:00,2.625,56.31858,0,56.31858
 01/09  03:30:00,2.25,56.31858,0,56.31858
 01/09  03:45:00,1.875,56.31858,0,56.31858
 01/09  04:00:00,1.5,56.31858,0,56.31858
 01/09  04:15:00,1.95,56.31858,0,56.31858
 01/09  04:30:00,2.4,56.31858,0,56.31858
 01/09  04:45:00,2.85,56.31858,0,56.31858
 01/09  05:00:00,3.3,56.31858,0,56.31858
 01/09  05:15:00,3.75,56.31858,0,56.31858
 01/09  05:30:00,4.2,56.31858,0,56.31858
 01/09  05:45:00,4.65,56.31858,0,56.31858
 01/09  06:00:00,5.1,56.31858,0,110.57987
 01/09  06:15:00,5.55,110.57987,0,109.85126
 01/09  06:30:00,6,109.85126,0,109.56158
 01/09  06:45:00,6.45,109.56158,0,109.49176
 01/09  07:00:00,6.9,109.49176,0,143.89953
 01/09  07:15:00,7.15,143.89953,0,143.96399
 01/09  07:30:00,7.4,143.96399,0,144.00966
 01/09  07:45:00,7.65,144.00966,0,144.02811
 01/09  08:00:00,7.9,144.02811,0,183.0962
 01/09  08:15:00,8.1,183.0962,0,183.20098
 01/09  08:30:00,8.3,183.20098,0,183.24344
 01/09  08:45:00,8.5,183.24344,0,183.28312
 01/09  09:00:00,8.7,183.28312,0,198.90188
 01/09  09:15:00,8.95,198.90188,0,198.94377
 01/09  09:30:00,9.2,198.94377,0,198.96673
 01/09  09:45:00,9.45,198.96673,0,198.99081
 01/09  10:00:00,9.7,198.99081,0,209.14709
 01/09  10:15:00,9.9,209.14709,0,209.18449
 01/09  10:30:00,10.1,209.18449,0,209.21657
 01/09  10:45:00,10.3,209.21657,0,209.24855
 01/09  11:00:00,10.5,209.24855,0,210.31389
 01/09  11:15:00,10.75,210.31389,0,210.34662
 01/09  11:30:00,11,210.34662,0,210.38432
 01/09  11:45:00,11.25,210.38432,0,210.51243
 01/09  12:00:00,11.5,210.51243,0,213.55902
 01/09  12:15:00,11.7,213.55902,0,213.65623
 01/09  12:30:00,11.9,213.65623,0,213.83414
 01/09  12:45:00,12.1,213.83414,0,214.0105
 01/09  13:00:00,12.3,214.0105,0,214.42689
 01/09  13:15:00,12.475,214.42689,0,214.61976
 01/09  13:30:00,12.65,214.61976,0,214.79801
 01/09  13:45:00,12.825,214.79801,0,214.96853
 01/09  14:00:00,13,214.96853,0,208.92687
 01/09  14:15:00,13.125,208.92687,0,209.24745
 01/09  14:30:00,13.25,209.24745,0,209.72055
 01/09  14:45:00,13.375,209.72055,0,210.22504
 01/09  15:00:00,13.5,210.22504,0,198.67475
 01/09  15:15:00,13.65,198.67475,0,199.21132
 01/09  15:30:00,13.8,199.21132,0,199.19415
 01/09  15:45:00,13.95,199.19415,0,198.89835
 01/09  16:00:00,14.1,198.89835,0,159.38815
 01/09  16:15:00,13.825,159.38815,0,158.72545
 01/09  16:30:00,13.55,158.72545,0,158.48281
 01/09  16:45:00,13.275,158.48281,0,158.41991
 01/09  17:00:00,13,158.41991,0,119.61684
 01/09  17:15:00,12.675,119.61684,0,119.14623
 01/09  17:30:00,12.35,119.14623,0,118.91651
 01/09  17:45:00,12.025,118.91651,0,118.74427
 01/09  18:00:00,11.7,118.74427,0,67.58229
 01/09  18:15:00,11.4,67.58229,0,67.58229
 01/09  18:30:00,11.1,67.58229,0,67.58229
 01/09  18:45:00,10.8,67.58229,0,67.58229
 01/09  19:00:00,10.5,67.58229,0,56.31858
 01/09  19:15:00,10.25,56.31858,0,56.31858
 01/09  19:30:00,10,56.31858,0,56.31858
 01/09  19:45:00,9.75,56.31858,0,56.31858
 01/09  20:00:00,9.5,56.31858,0,56.31858
 01/09  20:15:00,9.3,56.31858,0,56.31858
 01/09  20:30:00,9.1,56.31858,0,56.31858
 01/09  20:45:00,8.9,56.31858,0,56.31858
 01/09  21:00:00,8.7,56.31858,0,56.31858
 01/09  21:15:00,8.45,56.31858,0,56.31858
 01/09  21:30:00,8.2,56.31858,0,56.31858
 01/09  21:45:00,7.95,56.31858,0,56.31858
 01/09  22:00:00,7.7,56.31858,0,56.31858
 01/09  22:15:00,7.4,56.31858,0,56.31858
 01/09  22:30:00,7.1,56.31858,0,56.31858
 01/09  22:45:00,6.8,56.31858,0,56.31858
 01/09  23:00:00,6.5,56.31858,0,56.31858
 01/09  23:15:00,6.225,56.31858,0,56.31858
 01/09  23:30:00,5.95,56.31858,0,56.31858
 01/09  23:45:00,5.675,56.31858,0,56.31858
 01/09  24:00:00,5.4,56.31858,0,56.31858
 01/10  00:15:00,5.175,56.31858,0,56.31858
 01/10  00:30:00,4.95,56.31858,0,56.31858
 01/10  00:45:00,4.725,56.31858,0,56.31858
 01/10  01:00:00,4.5,56.31858,0,56.31858
 01/10  01:15:00,4.45,56.31858,0,56.31858
 01/10  01:30:00,4.4,56.31858,0,56.31858
 01/10  01:45:00,4.35,56.31858,0,56.31858
 01/10  02:00:00,4.3,56.31858,0,56.31858
 01/10  02:15:00,4.425,56.31858,0,56.31858
 01/10  02:30:00,4.55,56.31858,0,56.31858
 01/10  02:45:00,4.675,56.31858,0,56.31858
 01/10  03:00:00,4.8,56.31858,0,56.31858
 01/10  03:15:00,4.975,56.31858,0,56.31858
 01/10  03:30:00,5.15,56.31858,0,56.31858
 01/10  03:45:00,5.325,56.31858,0,56.31858
 01/10  04:00:00,5.5,56.31858,0,56.31858
 01/10  04:15:00,5.575,56.31858,0,56.31858
 01/10  04:30:00,5.65,56.31858,0,56.31858
 01/10  04:45:00,5.725,56.31858,0,56.31858
 01/10  05:00:00,5.8,56.31858,0,56.31858
 01/10  05:15:00,5.9,56.31858,0,56.31858
 01/10  05:30:00,6,56.31858,0,56.31858
 01/10  05:45:00,6.1,56.31858,0,56.31858
 01/10  06:00:00,6.2,56.31858,0,110.76894
 01/10  06:15:00,6.275,110.76894,0,109.96741
 01/10  06:30:00,6.35,109.96741,0,109.66268
 01/10  06:45:00,6.425,109.66268,0,109.58851
 01/10  07:00:00,6.5,109.58851,0,144.00787
 01/10  07:15:00,6.75,144.00787,0,144.14001
 01/10  07:30:00,7,144.14001,0,144.16573
 01/10  07:45:00,7.25,144.16573,0,144.19676
 01/10  08:00:00,7.5,144.19676,0,183.29541
 01/10  08:15:00,7.725,183.29541,0,183.42854
 01/10  08:30:00,7.95,183.42854,0,183.49575
 01/10  08:45:00,8.175,183.49575,0,183.55978
 01/10  09:00:00,8.4,183.55978,0,199.01488
 01/10  09:15:00,8.65,199.01488,0,199.29499
 01/10  09:30:00,8.9,199.29499,0,199.47991
 01/10  09:45:00,9.15,199.47991,0,199.55672
 01/10  10:00:00,9.4,199.55672,0,209.79638
 01/10  10:15:00,9.7,209.79638,0,209.87492
 01/10  10:30:00,10,209.87492,0,209.97547
 01/10  10:45:00,10.3,209.97547,0,210.05614
 01/10  11:00:00,10.6,210.05614,0,211.209
 01/10  11:15:00,10.95,211.209,0,211.40886
 01/10  11:30:00,11.3,211.40886,0,211.54411
 01/10  11:45:00,11.65,211.54411,0,211.68604
 01/10  12:00:00,12,211.68604,0,214.71
 01/10  12:15:00,12.3,214.71,0,214.86699
 01/10  12:30:00,12.6,214.86699,0,215.10138
 01/10  12:45:00,12.9,215.10138,0,215.32984
 01/10  13:00:00,13.2,215.32984,0,215.74527
 01/10  13:15:00,13.275,215.74527,0,216.06778
 01/10  13:30:00,13.35,216.06778,0,216.68662
 01/10  13:45:00,13.425,216.68662,0,217.52431
 01/10  14:00:00,13.5,217.52431,0,212.10128
 01/10  14:15:00,13.55,212.10128,0,213.52233
 01/10  14:30:00,13.6,213.52233,0,214.73428
 01/10  14:45:00,13.65,214.73428,0,215.92569
 01/10  15:00:00,13.7,215.92569,0,204.52055
 01/10  15:15:00,13.775,204.52055,0,206.12892
 01/10  15:30:00,13.85,206.12892,0,206.33363
 01/10  15:45:00,13.925,206.33363,0,205.89215
 01/10  16:00:00,14,205.89215,0,165.16567
 01/10  16:15:00,13.625,165.16567,0,163.99912
 01/10  16:30:00,13.25,163.99912,0,162.62283
 01/10  16:45:00,12.875,162.62283,0,161.15797
 01/10  17:00:00,12.5,161.15797,0,120.6034
 01/10  17:15:00,12.125,120.6034,0,120.27304
 01/10  17:30:00,11.75,120.27304,0,120.03417
 01/10  17:45:00,11.375,120.03417,0,119.75697
 01/10  18:00:00,11,119.75697,0,67.58229
 01/10  18:15:00,10.6,67.58229,0,67.58229
 01/10  18:30:00,10.2,67.58229,0,67.58229
 01/10  18:45:00,9.8,67.58229,0,67.58229
 01/10  19:00:00,9.4,67.58229,0,56.31858
 01/10  19:15:00,9.325,56.31858,0,56.31858
 01/10  19:30:00,9.25,56.31858,0,56.31858
 01/10  19:45:00,9.175,56.31858,0,56.31858
 01/10  20:00:00,9.1,56.31858,0,56.31858
 01/10  20:15:00,9,56.31858,0,56.31858
 01/10  20:30:00,8.9,56.31858,0,56.31858
 01/10  20:45:00,8.8,56.31858,0,56.31858
 01/10  21:00:00,8.7,56.31858,0,56.31858
 01/10  21:15:00,8.625,56.31858,0,56.31858
 01/10  21:30:00,8.55,56.31858,0,56.31858
 01/10  21:45:00,8.475,56.31858,0,56.31858
 01/10  22:00:00,8.4,56.31858,0,56.31858
 01/10  22:15:00,8.3,56.31858,0,56.31858
 01/10  22:30:00,8.2,56.31858,0,56.31858
 01/10  22:45:00,8.1,56.31858,0,56.31858
 01/10  23:00:00,8,56.31858,0,56.31858
 01/10  23:15:00,7.9,56.31858,0,56.31858
 01/10  23:30:00,7.8,56.31858,0,56.31858
 01/10  23:45:00,7.7,56.31858,0,56.31858
 01/10  24:00:00,7.6,56.31858,0,56.31858
 01/11  00:15:00,7.525,56.31858,0,56.31858
 01/11  00:30:00,7.45,56.31858,0,56.31858
 01/11  00:45:00,7.375,56.31858,0,56.31858
 01/11  01:00:00,7.3,56.31858,0,56.31858
 01/11  01:15:00,7.25,56.31858,0,56.31858
 01/11  01:30:00,7.2,56.31858,0,56.31858
 01/11  01:45:00,7.15,56.31858,0,56.31858
 01/11  02:00:00,7.1,56.31858,0,56.31858
 01/11  02:15:00,7.1,56.31858,0,56.31858
 01/11  02:30:00,7.1,56.31858,0,56.31858
 01/11  02:45:00,7.1,56.31858,0,56.31858
 01/11  03:00:00,7.1,56.31858,0,56.31858
 01/11  03:15:00,7.1,56.31858,0,56.31858
 01/11  03:30:00,7.1,56.31858,0,56.31858
 01/11  03:45:00,7.1,56.31858,0,56.31858
 01/11  04:00:00,7.1,56.31858,0,56.31858
 01/11  04:15:00,7.025,56.31858,0,56.31858
 01/11  04:30:00,6.95,56.31858,0,56.31858
 01/11  04:45:00,6.875,56.31858,0,56.31858
 01/11  05:00:00,6.8,56.31858,0,56.31858
 01/11  05:15:00,6.75,56.31858,0,56.31858
 01/11  05:30:00,6.7,56.31858,0,56.31858
 01/11  05:45:00,6.65,56.31858,0,56.31858
 01/11  06:00:00,6.6,56.31858,0,111.18624
 01/11  06:15:00,6.5,111.18624,0,110.47485
 01/11  06:30:00,6.4,110.47485,0,110.0945
 01/11  06:45:00,6.3,110.0945,0,109.98546
 01/11  07:00:00,6.2,109.98546,0,144.53895
 01/11  07:15:00,6.425,144.53895,0,144.63008
 01/11  07:30:00,6.65,144.63008,0,144.60644
 01/11  07:45:00,6.875,144.60644,0,144.58975
 01/11  08:00:00,7.1,144.58975,0,183.62415
 01/11  08:15:00,7.4,183.62415,0,183.66315
 01/11  08:30:00,7.7,183.66315,0,183.68907
 01/11  08:45:00,8,183.68907,0,183.71142
 01/11  09:00:00,8.3,183.71142,0,199.01854
 01/11  09:15:00,8.525,199.01854,0,199.04992
 01/11  09:30:00,8.75,199.04992,0,199.12995
 01/11  09:45:00,8.975,199.12995,0,199.22661
 01/11  10:00:00,9.2,199.22661,0,209.54432
 01/11  10:15:00,9.4,209.54432,0,209.64366
 01/11  10:30:00,9.6,209.64366,0,209.72811
 01/11  10:45:00,9.8,209.72811,0,209.80513
 01/11  11:00:00,10,209.80513,0,210.92109
 01/11  11:15:00,10.125,210.92109,0,211.00478
 01/11  11:30:00,10.25,211.00478,0,211.1317
 01/11  11:45:00,10.375,211.1317,0,211.31793
 01/11  12:00:00,10.5,211.31793,0,214.41316
 01/11  12:15:00,10.7,214.41316,0,214.59872
 01/11  12:30:00,10.9,214.59872,0,214.75631
 01/11  12:45:00,11.1,214.75631,0,214.90046
 01/11  13:00:00,11.3,214.90046,0,215.22683
 01/11  13:15:00,11.3,215.22683,0,215.33753
 01/11  13:30:00,11.3,215.33753,0,215.41865
 01/11  13:45:00,11.3,215.41865,0,215.47912
 01/11  14:00:00,11.3,215.47912,0,209.31864
 01/11  14:15:00,11.3,209.31864,0,209.32521
 01/11  14:30:00,11.3,209.32521,0,209.32698
 01/11  14:45:00,11.3,209.32698,0,209.33061
 01/11  15:00:00,11.3,209.33061,0,197.2639
 01/11  15:15:00,11.3,197.2639,0,196.90815
 01/11  15:30:00,11.3,196.90815,0,196.92031
 01/11  15:45:00,11.3,196.92031,0,196.92938
 01/11  16:00:00,11.3,196.92938,0,158.37913
 01/11  16:15:00,11.3,158.37913,0,158.28641
 01/11  16:30:00,11.3,158.28641,0,158.23818
 01/11  16:45:00,11.3,158.23818,0,158.20349
 01/11  17:00:00,11.3,158.20349,0,118.95201
 01/11  17:15:00,11.3,118.95201,0,118.73115
